2022,12,31,17,549.7,79.3,24.3,100.7,141,69.33
2022,12,31,18,480,68,27,86,119,59
2022,12,31,19,478.3,64.7,24.3,80.3,114.3,55
2022,12,31,20,476.7,61.3,21.7,74.7,109.7,51
2022,12,31,21,475,58,19,69,105,47
2022,12,31,22,421.7,46.3,28.3,56.7,78.7,40.33
2022,12,31,23,368.3,34.7,37.7,44.3,52.3,33.67
2023,01,01,00,315,23,47,32,26,27
2023,01,01,01,297,18.3,57,31,27,31
2023,01,01,02,279,13.7,67,30,28,22.5
2023,01,01,03,261,9,77,29,29,19
2023,01,01,04,273.3,13.7,81.3,28.7,45.7,19
2023,01,01,05,285.7,18.3,85.7,28.3,62.3,27
2023,01,01,06,298,23,90,28,79,19
2023,01,01,07,299.3,24,88.3,26.3,77.7,11
2023,01,01,08,300.7,25,86.7,24.7,76.3,17
2023,01,01,09,302,26,85,23,75,16
2023,01,01,10,338,36,69.7,22,58.3,15.33
2023,01,01,11,374,46,54.3,21,41.7,14.67
2023,01,01,12,410,56,39,20,25,14
2023,01,01,13,479.7,57.7,32.7,25,20.7,18.75
2023,01,01,14,549.3,59.3,26.3,30,16.3,19.33
2023,01,01,15,619,61,20,35,12,22
2023,01,01,16,740.7,60,19.3,48,12.3,18.33
2023,01,01,17,862.3,59,18.7,61,12.7,14.67
2023,01,01,18,984,58,18,74,13,11
2023,01,01,19,913.3,57.7,17,68.3,19.7,16
2023,01,01,20,842.7,57.3,16,62.7,26.3,29.67
2023,01,01,21,772,57,15,57,33,39
2023,01,01,22,737.7,56.3,14.3,56,37.3,16
2023,01,01,23,703.3,55.7,13.7,55,41.7,37.67
2023,01,02,00,669,55,13,54,46,37
2023,01,02,01,570.3,44.3,38,46.7,59,32
2023,01,02,02,471.7,33.7,63,39.3,72,27
2023,01,02,03,373,23,88,32,85,22
2023,01,02,04,336.7,18.7,105,32.3,71.7,24.67
2023,01,02,05,300.3,14.3,122,32.7,58.3,27.33
2023,01,02,06,264,10,139,33,45,30
2023,01,02,07,263,11.3,142.3,33.3,46,27.67
2023,01,02,08,262,12.7,145.7,33.7,47,25.33
2023,01,02,09,261,14,149,34,48,23
2023,01,02,10,479.3,49,103.7,49.7,41.7,28
2023,01,02,11,697.7,84,58.3,65.3,35.3,29.67
2023,01,02,12,916,119,13,81,29,33
2023,01,02,13,910.7,111.3,9.3,77.7,24.3,39.67
2023,01,02,14,905.3,103.7,5.7,74.3,19.7,46.33
2023,01,02,15,900,96,2,71,15,53
2023,01,02,16,844.7,89,3.3,69,17.3,50.67
2023,01,02,17,789.3,82,4.7,67,19.7,44
2023,01,02,18,734,75,6,65,22,46
2023,01,02,19,628.7,66,8.3,58,19.7,54.33
2023,01,02,20,523.3,57,10.7,51,17.3,38.25
2023,01,02,21,418,48,13,44,15,33
2023,01,02,22,405.3,43.7,15.7,40.7,13.3,30.5
2023,01,02,23,392.7,39.3,18.3,37.3,11.7,36
2023,01,03,00,380,35,21,34,10,25.5
2023,01,03,01,350.3,31.7,36.7,30.7,9.7,23
2023,01,03,02,320.7,28.3,52.3,27.3,9.3,18
2023,01,03,03,291,25,68,24,9,22
2023,01,03,04,263.7,20,85.7,25.3,13.7,13
2023,01,03,05,236.3,15,103.3,26.7,18.3,13
2023,01,03,06,209,10,121,28,23,8
2023,01,03,07,213.7,14.3,111,27,24.7,5
2023,01,03,08,218.3,18.7,101,26,26.3,5
2023,01,03,09,223,23,91,25,28,8
2023,01,03,10,251.7,29.7,74.7,28.7,33,10
2023,01,03,11,280.3,36.3,58.3,32.3,38,19.33
2023,01,03,12,309,43,42,36,43,25
2023,01,03,13,347.3,41,44.7,44.3,43.3,31
2023,01,03,14,385.7,39,47.3,52.7,43.7,37
2023,01,03,15,424,37,50,61,44,43
2023,01,03,16,419.3,40.7,43.7,63.7,56,44.67
2023,01,03,17,414.7,44.3,37.3,66.3,68,46.33
2023,01,03,18,410,48,31,69,80,48
2023,01,03,19,406,46,29,64.3,75.7,44.67
2023,01,03,20,402,44,27,59.7,71.3,41.33
2023,01,03,21,398,42,25,55,67,38
2023,01,03,22,364.7,37,28.3,48,56.3,33
2023,01,03,23,331.3,32,31.7,41,45.7,18
2023,01,04,00,298,27,35,34,35,23
2023,01,04,01,268,22.3,44.7,27.7,32.7,18.67
2023,01,04,02,238,17.7,54.3,21.3,30.3,14.33
2023,01,04,03,208,13,64,15,28,10
2023,01,04,04,214.3,15.3,63.3,14.3,37.7,9.67
2023,01,04,05,220.7,17.7,62.7,13.7,47.3,9.33
2023,01,04,06,227,20,62,13,57,9
2023,01,04,07,242.3,25.3,54,12.7,65,8.67
2023,01,04,08,257.7,30.7,46,12.3,73,8.33
2023,01,04,09,273,36,38,12,81,8
2023,01,04,10,254.3,30.3,42.3,12.7,64.7,8.67
2023,01,04,11,235.7,24.7,46.7,13.3,48.3,9
2023,01,04,12,217,19,51,14,32,10
2023,01,04,13,208,16,54.3,14,26.7,9.67
2023,01,04,14,199,13,57.7,14,21.3,9.33
2023,01,04,15,190,10,61,14,16,9
2023,01,04,16,181,9,62.3,12.7,15.3,8.33
2023,01,04,17,172,8,63.7,11.3,14.7,8.5
2023,01,04,18,163,7,65,10,14,7
2023,01,04,19,157.7,7,64.3,10,14.7,7
2023,01,04,20,152.3,7,63.7,10,15.3,7
2023,01,04,21,147,7,63,10,16,7
2023,01,04,22,150.3,8,60,11.3,16.3,7.67
2023,01,04,23,153.7,9,57,12.7,16.7,8.33
2023,01,05,00,157,10,54,14,17,9
2023,01,05,01,166,13,52.7,15.7,24.7,10.33
2023,01,05,02,175,16,51.3,17.3,32.3,11.67
2023,01,05,03,184,19,50,19,40,13
2023,01,05,04,226.3,27.3,43.3,21,66.7,14.67
2023,01,05,05,268.7,35.7,36.7,23,93.3,14
2023,01,05,06,311,44,30,25,120,18
2023,01,05,07,312.3,45.7,27.7,24,115.3,17
2023,01,05,08,313.7,47.3,25.3,23,110.7,16
2023,01,05,09,315,49,23,22,106,15
2023,01,05,10,263.3,37.3,33.3,20.3,76,14
2023,01,05,11,211.7,25.7,43.7,18.7,46,13
2023,01,05,12,160,14,54,17,16,12
2023,01,05,13,157.7,12.7,55.7,16.3,14,11.33
2023,01,05,14,155.3,11.3,57.3,15.7,12,10.67
2023,01,05,15,153,10,59,15,10,10
2023,01,05,16,156,10.3,57,15.3,11.7,10.33
2023,01,05,17,159,10.7,55,15.7,13.3,10.67
2023,01,05,18,162,11,53,16,15,11
2023,01,05,19,161.7,11,52.3,16,15.3,11.33
2023,01,05,20,161.3,11,51.7,16,15.7,11.67
2023,01,05,21,161,11,51,16,16,12
